"pathways"	"100"	"150"	"200"	"250"	"300"	"350"	"400"	"450"	"500"	"550"	"600"	"650"	"700"	"750"	"800"	"850"	"900"	"950"	"1000"	"1050"	"1100"	"1150"	"1200"	"1250"	"1300"	"1350"	"1400"	"1450"	"1500"
"Integrin alphaIIb beta3 signaling"	0.432520774977552	0.248346499126852	0.174635284563841	0.111642730528153	0.110204083404141	0.0913475433705916	0.0596587619744678	0.0309657941827017	0.0331077883871785	0.0337710680512832	0.0166579442101194	0.00970387351280263	0.0515313930282644	0.117364319767956	0.0558273362954568	0.0473994531081529	0.0453373983735927	0.0435603255507605	0.0344235580895607	0.02911074045982	0.0313491513551788	0.0351383034562721	0.0239551246395332	0.0207602969874946	0.201967929177122	0.810109997030179	0.697242514412426	0.599207166501838	0.486294129763809
"Nucleotide_like purinergic receptors"	0.432520774977552	0.338220640143836	0.342636768215189	0.270463523617787	0.198315776317271	0.119722120435679	0.0946340747755758	0.113640472864615	0.0661151491814179	0.0507935331498434	0.462613710286597	0.370907811302476	0.263354609405178	1.1463434874705	1.0037203311735	0.899650948161848	1.76896883777282	1.61250025920399	1.49886641463901	1.41183672548407	1.30273953180689	1.21737100434354	1.0817320185028	1.09603944484531	1.03175812749664	0.935209672705596	0.842476409208015	0.761345888163697	0.667967610415231
"Ephrin signaling"	0.432520774977552	0.248346499126852	0.342636768215189	0.713213354997251	0.469831144732408	0.313962391438618	0.246545076242651	0.250327002229595	0.114943429503053	0.0854551071120833	0.043916933099957	0.00970387351280263	0.0515313930282644	0.117364319767956	0.0558273362954568	0.0473994531081529	0.0453373983735927	0.0435603255507605	0.0344235580895607	0.02911074045982	0.0313491513551788	0.0351383034562721	0.0239551246395332	0.0207602969874946	0.0162849619796188	0.0110505884996794	0.0154946167458425	0.0252490457586111	0.0201668455751171
"IL_6_type cytokine receptor ligand interactions"	0.651684551231881	0.378778412023923	0.889905702421549	0.713213354997251	0.469831144732408	0.356246890995361	0.246545076242651	0.250327002229595	0.114943429503053	0.0854551071120833	0.043916933099957	0.00970387351280263	0.0515313930282644	0.117364319767956	0.0558273362954568	0.0473994531081529	0.0453373983735927	0.0435603255507605	0.0344235580895607	0.02911074045982	0.0313491513551788	0.0351383034562721	0.0239551246395332	0.0207602969874946	0.0162849619796188	0.0110505884996794	0.0154946167458425	0.0252490457586111	0.0676320802291537
"SMAD2slashSMAD3:SMAD4 heterotrimer regulates transcription"	0.426284816965317	0.378778412023923	0.736472245019053	0.515295790078872	0.30440143705605	0.313962391438618	0.212659399158313	0.250327002229595	0.114943429503053	0.0854551071120833	0.043916933099957	0.00970387351280263	0.0515313930282644	0.117364319767956	0.0558273362954568	0.0473994531081529	0.0453373983735927	0.0435603255507605	0.0344235580895607	0.02911074045982	0.0313491513551788	0.0351383034562721	0.0239551246395332	0.0207602969874946	0.0162849619796188	0.0110505884996794	0.0154946167458425	0.0252490457586111	0.0201668455751171
"Gap junction assembly"	0.442221180721719	0.710091062605314	0.63606628866182	0.482251238915021	0.30440143705605	0.313962391438618	0.246545076242651	0.250327002229595	0.114943429503053	0.0854551071120833	0.043916933099957	0.00970387351280263	0.0515313930282644	0.117364319767956	0.0558273362954568	0.0473994531081529	0.0453373983735927	0.0435603255507605	0.0344235580895607	0.02911074045982	0.0313491513551788	0.0351383034562721	0.0239551246395332	0.0207602969874946	0.0162849619796188	0.0110505884996794	0.0154946167458425	0.0252490457586111	0.0201668455751171
"Gap junction trafficking and regulation"	0.651684551231881	0.8184257258807	0.736472245019053	0.515295790078872	0.30440143705605	0.313962391438618	0.246545076242651	0.250327002229595	0.114943429503053	0.0854551071120833	0.043916933099957	0.00970387351280263	0.0515313930282644	0.117364319767956	0.0558273362954568	0.0473994531081529	0.0453373983735927	0.0435603255507605	0.0344235580895607	0.02911074045982	0.0313491513551788	0.0351383034562721	0.0239551246395332	0.0207602969874946	0.0162849619796188	0.0110505884996794	0.0154946167458425	0.0252490457586111	0.0201668455751171
"Gluconeogenesis"	0.545751661940673	1.20365780156552	0.889905702421549	0.713213354997251	0.469831144732408	0.945736068970493	0.657884682851298	0.436807456302364	0.230670454067072	0.0854551071120833	0.687754858822635	1.42971514278839	1.25564738870278	1.91505920506216	1.69811152688912	1.54560065007485	1.50831831506856	1.31708968468424	1.17915305291518	1.0736444318034	0.941964570507439	0.840452824194454	0.678449125988515	1.17171515333151	1.90184755670917	1.75235190260811	1.60643786252645	1.47991904053465	1.33313404738112
"Glucose metabolism"	0.545751661940673	0.710091062605314	0.840972407382748	0.76664559177993	1.84818940336362	2.19070589813643	1.68181276151398	1.30052532109181	1.6083943871632	2.70481093793529	3.01001011037382	4.2711933357734	3.90091225034627	4.15549318025886	3.72237428587306	3.42979687566173	3.10862739618513	2.73619014420391	2.47029009294137	2.26666826950812	2.01398836319963	1.8251362843497	1.51871400037268	1.83505249046623	2.26662694458768	2.02313324806465	1.78437617344166	1.57995655446368	1.34321191086358
