"pathways"	"100"	"150"	"200"	"250"	"300"	"350"	"400"	"450"	"500"	"550"	"600"	"650"	"700"	"750"	"800"	"850"	"900"	"950"	"1000"	"1050"	"1100"	"1150"	"1200"	"1250"	"1300"	"1350"	"1400"	"1450"	"1500"
"tRNA Aminoacylation"	0	0.301323237908186	0.214923460598366	0.296108365911092	0.435472610736815	0.303630040611653	0.281396301537286	0.189087332835878	0.240761193647367	0.43263135864718	0.499301970500081	0.441245464117238	0.400278891080121	0.303033707025102	0.349283536521526	0.367813138850315	0.278479210238141	0.21728888026747	0.18548457353367	0.130047504244249	0.322106929841371	0.615378579398944	0.472412899466954	0.815243137564597	0.63702661446079	0.597584693045	0.498893959460754	0.95889106707707	0.864461557033434
"Nephrin interactions"	0.544013597529043	0.362187432451618	0.578616167038071	0.439847713773964	0.401020133448199	0.292340376675017	0.281396301537286	0.196378997504431	0.263185319388441	0.63977783157011	0.533014633586424	0.501964072801161	0.807340595485515	0.750068257185187	0.687454703047396	0.513585983966688	1.07226993072224	0.999576238525736	0.881698928415968	0.774373412410359	0.658516070972402	0.617414399701647	0.508338489516918	0.472046928965436	0.349998784986464	0.3926317892399	0.311759918343894	0.361821363855125	0.273362989021595
"Glyoxylate metabolism and glycine degradation"	0	0	0.547299326343877	0.417330464242479	0.359743124452315	0.262544188807482	0.458055151031592	0.455250666132038	0.79134497644332	0.63977783157011	0.533014633586424	0.501964072801161	0.436639300059647	0.35345450862975	0.349283536521526	0.275916999609224	0.207781160993418	0.139406251660574	0.0820707823626043	0.0540726333477365	0.10292573262989	0.0641683961374572	0.0150347898712364	0.00446873596024185	0.00334374202348208	0.00222802400934327	0.00187211393084763	0.0171779140349952	0.0105455239184692
"Negative regulators of RIG_IslashMDA5 signaling"	0.655712191713417	0.470079810347338	0.301185415276273	0.231574488901409	0.167598628262772	0.119906294682095	0.226996388335617	0.256093633456927	0.79134497644332	0.63977783157011	0.533014633586424	0.477219885389332	0.414854273101989	0.326502639708809	0.349283536521526	0.275916999609224	0.207781160993418	0.139406251660574	0.0820707823626043	0.0540726333477365	0.0765493305425669	0.0571264884563633	0.0139196406102562	0.00446873596024185	0.00334374202348208	0.00222802400934327	0.00187211393084763	0.0171779140349952	0.0105455239184692
"TNF signaling"	0.625031177656315	0.694704872479558	0.547299326343877	0.655046024264328	0.554649623538213	0.38591303058604	0.332361415020117	0.248850856237653	0.729793270652241	0.603806521269579	0.869069371065149	0.723994354746124	0.598780148418105	0.498641345448896	0.47229524045682	0.360664378434374	0.259280364279664	0.182725914432448	0.166164846086859	0.0895285111451368	0.10292573262989	0.0746329006123208	0.0150347898712364	0.00446873596024185	0.00334374202348208	0.00222802400934327	0.00187211393084763	0.0171779140349952	0.0105455239184692
"Amine compound SLC transporters"	0	0.475660875600586	0.36459916129665	0.729765280373184	0.594353132038388	0.483735546227922	0.414398440280584	0.311886452444082	0.490500600510684	0.452366955480183	0.369583803995935	0.330582352242536	0.303847204152523	0.27760537355635	0.314076198481005	0.258022958480878	0.193091149842091	0.134955761613141	0.0820707823626043	0.0540726333477365	0.0765493305425669	0.0571264884563633	0.0139196406102562	0.00446873596024185	0.00334374202348208	0.00222802400934327	0.00187211393084763	0.0171779140349952	0.0105455239184692
"Costimulation by the CD28 family"	0.284345910622204	0.624814924309525	0.578616167038071	0.927092199990058	0.754174879458399	0.515013836000259	0.458055151031592	0.335233201582044	0.486544782324498	0.714746255611097	0.888189825712347	0.723994354746124	0.598780148418105	0.498641345448896	0.47229524045682	0.360664378434374	0.258465536756134	0.170071506353576	0.122293952873582	0.14105281346891	0.256001789815476	0.177360914059917	0.0852343604492533	0.173725408117712	0.264294833445459	0.287099138934135	0.175978840482662	0.190808544344276	0.100232277071718
"Generation of second messenger molecules"	0	0.624814924309525	0.618046432197645	0.927092199990058	0.74469639737682	0.515013836000259	0.500139205936471	0.350502891872007	0.510759362834034	0.452366955480183	0.384684569783174	0.330582352242536	0.296384627076963	0.253589576350628	0.349283536521526	0.324457686371945	0.258465536756134	0.172777830209508	0.166164846086859	0.0895285111451368	0.243623903561524	0.177360914059917	0.0852343604492533	0.0442829991746973	0.00334374202348208	0.00222802400934327	0.00187211393084763	0.0171779140349952	0.0105455239184692
"MyD88 cascade initiated on plasma membrane"	0.655712191713417	0.637073116055647	0.578616167038071	0.927092199990058	0.730421421531694	0.509902097907303	0.500139205936471	0.445555419410744	0.79134497644332	0.63977783157011	0.533014633586424	0.501964072801161	0.436639300059647	0.35345450862975	0.349283536521526	0.275916999609224	0.207781160993418	0.139406251660574	0.0820707823626043	0.0540726333477365	0.10292573262989	0.0969239106734548	0.0150347898712364	0.00446873596024185	0.00334374202348208	0.00222802400934327	0.00187211393084763	0.0171779140349952	0.0105455239184692
