term,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500
HIV Transcription Elongation,0.16431982141297244,0.08506672025191776,0.03961057877467564,0.2327699147849257,0.13799233626724464,0.07693593501013156,0.3015926920890189,0.2359465252035444,0.25355730711816704,0.522401431046315,0.43931732686027836,0.36531136858598084,0.32363522847175225,0.5211012657381883,0.4735861662761033,0.42061097149238064,0.3565247693479334,0.3191549316388743,0.27807973306012973,0.23052376204646893,0.21871890705269215,0.18834945531602326,0.1507009154736333,0.2756050042946329,0.258137557820311,0.2906523117412915,0.49349979762928164,0.7055150157780746,0.6299731619997531
Tat_mediated elongation of the HIV_1 transcript,0.16431982141297244,0.08506672025191776,0.03961057877467564,0.2327699147849257,0.13799233626724464,0.07693593501013156,0.3015926920890189,0.2359465252035444,0.25355730711816704,0.522401431046315,0.43931732686027836,0.36531136858598084,0.32363522847175225,0.5211012657381883,0.4735861662761033,0.42061097149238064,0.3565247693479334,0.3191549316388743,0.27807973306012973,0.23052376204646893,0.21871890705269215,0.18834945531602326,0.1507009154736333,0.2756050042946329,0.258137557820311,0.2906523117412915,0.49349979762928164,0.7055150157780746,0.6299731619997531
Formation of HIV_1 elongation complex containing HIV_1 Tat,0.16431982141297244,0.08506672025191776,0.03961057877467564,0.2327699147849257,0.13799233626724464,0.07693593501013156,0.3015926920890189,0.2359465252035444,0.25355730711816704,0.522401431046315,0.43931732686027836,0.36531136858598084,0.32363522847175225,0.5211012657381883,0.4735861662761033,0.42061097149238064,0.3565247693479334,0.3191549316388743,0.27807973306012973,0.23052376204646893,0.21871890705269215,0.18834945531602326,0.1507009154736333,0.2756050042946329,0.258137557820311,0.2906523117412915,0.49349979762928164,0.7055150157780746,0.6299731619997531
GABA synthesis release reuptake and degradation,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2120738026349556,0.19190227002566967,0.17434573432553718,0.15476142963785047,0.13837654366536642,0.12950038757302051,0.11181046234945326,0.09831694259990395,0.07876512561952703,0.43866614579550445,0.39740585193533495,0.7214572683424347,0.6806186951118279,0.6167926938336089,0.5505264516862496,0.511299234208093,0.4354483953703975,0.49349979762928164,0.49119787455233777,0.5113701178845514
FCGR activation,-0.0,0.30288891406574203,0.20162620564061653,0.18651510330006174,0.1277516435668696,0.07944133055426825,0.13916850180439658,0.10783040656175343,0.09767941994436448,0.508896058040339,0.43931732686027836,0.38924424065478713,0.3626399125985712,0.3339541567120335,0.30503087239735244,0.6879750715870795,0.6095485878823066,0.5452190543762269,0.4605759748960501,0.6679968532360643,0.7015560504620288,0.6500171587870529,0.5884989263512788,0.5116847772102355,0.4908564105702768,0.4354483953703975,0.4605038276386465,0.4573607942276279,0.478576544457768
Energy dependent regulation of mTOR by LKB1_AMPK,-0.0,-0.0,-0.0,-0.0,-0.0,0.042585889091523034,0.5477406097404001,0.4466642300139667,0.489407631816419,0.508896058040339,0.4371724390280034,0.36686291112798697,0.334890087270889,0.29095058532929247,0.561750955555262,0.7507839867676688,0.6692073637924352,0.5862367619591047,0.7067706802514636,0.6679968532360643,0.6714784477093311,0.6246630429157249,0.5284885321228631,0.4566711594483054,0.4632332784442932,0.4354483953703975,0.42543057482763685,0.4573607942276279,0.4309615921981552
Stabilization of p53,0.552805934792248,0.3174500980839053,0.20080377335744862,0.17164585570172228,0.10197361948631882,0.057439877597194156,0.2229044322948102,0.1581400517248597,0.349793272512032,0.5998935167654249,0.4957471683708252,0.4192925969988516,0.6236341320330229,0.5415960313594977,0.7265073675411882,0.6655368216529556,0.5783819285206442,0.5054516802966178,0.4373658366596845,0.38313681737852906,0.3670464203812953,0.3255200560925832,0.2763301917086999,0.24707297182969792,0.22684657456116758,0.18331053115364382,0.17662938123889077,0.3951101154371306,0.3692480307933061
PKB_mediated events,-0.0,-0.0,-0.0,0.03385005746031324,-0.0,0.09089535071285615,0.621899099201536,0.5189596977709452,0.5687991462723943,0.5625039867419181,0.4692373989926934,0.6738223933052871,0.65601739618026,0.559896471675932,0.7888977282693794,0.7888751057485197,0.9909593669645899,0.8841841731946508,1.0944802693653277,1.0453473520610106,0.9753600720734728,0.8944669061891123,0.8205343972599584,0.7193936213823173,0.6377338910958754,0.5614298738531489,0.5463737769788706,0.5583840818988939,0.5346560682534888
Autodegradation of the E3 ubiquitin ligase COP1,0.5645849713671043,0.3265920314910466,0.20162620564061653,0.17223535824272457,0.10296643198511536,0.057439877597194156,0.23727661298423858,0.17366535395849086,0.37600805319889186,0.6575777740098709,0.540181129123556,0.45450749384422834,0.6744985105193168,0.5832562151561376,0.7758006678837199,0.6879750715870795,0.6095485878823066,0.5160316006598653,0.4502941828944463,0.39740585193533495,0.4070727544652085,0.3633984026153615,0.3163387892075365,0.2756050042946329,0.2527987698142454,0.21241215006547923,0.20721537083133287,0.40965042983289784,0.38876602724025877
