term,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500
Toll Like Receptor 2 TLR2 Cascade,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.23370670131303606,0.40851982925323316,0.28360258829621615,0.2738184928768169,0.3771011554025471,0.3049817136332997,0.3215618777670921,0.7067543167878418,0.5418995246735858,0.42308156825297144,0.34160233416497754,0.2727309519872042,0.1483082546709326,0.09747429848778066,0.018684127694741568,-0.0,0.05999198285096348,0.15373684023411865,0.22989479564991924
Glycosphingolipid metabolism,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.041415079210569195,0.056333097472084384,0.023574829307950976,0.37357913100313367,0.42053874547451886,0.3370400039892898,0.3630290710090728,0.7067543167878418,0.5418995246735858,0.4791750342508268,0.47501834589176717,0.4974262681961858,0.4194086318997797,0.3469609112599105,0.27452457803132857,0.18482167671748842,0.15577964731012384,0.16169855903876199,0.22989479564991924
Diseases associated with the TLR signaling cascade,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3588456628302435,0.40851982925323316,0.3152431115359067,0.40463908006904387,0.3771011554025471,0.3049817136332997,0.39300215755164053,0.7067543167878418,0.5418995246735858,0.4791750342508268,0.47501834589176717,0.4974262681961858,0.4194086318997797,0.3469609112599105,0.27452457803132857,0.18482167671748842,0.15577964731012384,0.28673243841119384,0.34467707816919785
Diseases of Immune System,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3588456628302435,0.40851982925323316,0.3152431115359067,0.40463908006904387,0.3771011554025471,0.3049817136332997,0.39300215755164053,0.7067543167878418,0.5418995246735858,0.4791750342508268,0.47501834589176717,0.4974262681961858,0.4194086318997797,0.3469609112599105,0.27452457803132857,0.18482167671748842,0.15577964731012384,0.28673243841119384,0.34467707816919785
Sphingolipid metabolism,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.32647682367307845,0.3588456628302435,0.40851982925323316,0.28360258829621615,0.460298780269238,0.5270033371919298,0.4154149024372291,0.39300215755164053,0.7067543167878418,0.5418995246735858,0.4764214514527666,0.47501834589176717,0.4974262681961858,0.3947676309570099,0.29667993689032407,0.21754212784763874,0.13636814337248973,0.07124418711946415,0.16169855903876199,0.22989479564991924
Inflammasomes,-0.0,-0.0,-0.0,-0.0,-0.0,0.6801808379618418,0.45633526607489416,0.3848113214414982,0.21929709745816703,0.27542494420004743,0.34373876858833446,0.40851982925323316,0.6288471813103693,0.4960550360299878,0.4399479512586046,0.38344593397008303,0.39300215755164053,0.7067543167878418,0.5418995246735858,0.4791750342508268,0.6149511437126676,0.52072878572648,0.6108566695436696,0.6270320282248993,0.53652290205872,0.44991842921219705,0.36693715094261864,0.28732729392698947,0.3884538171863646
Toll Like Receptor TLR6:TLR2 Cascade,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.23370670131303606,0.40851982925323316,0.28360258829621615,0.2738184928768169,0.3771011554025471,0.3049817136332997,0.3215618777670921,0.7067543167878418,0.5418995246735858,0.42308156825297144,0.34160233416497754,0.2727309519872042,0.1483082546709326,0.09747429848778066,0.018684127694741568,-0.0,0.05999198285096348,0.15373684023411865,0.22989479564991924
Toll Like Receptor TLR1:TLR2 Cascade,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.23370670131303606,0.40851982925323316,0.28360258829621615,0.2738184928768169,0.3771011554025471,0.3049817136332997,0.3215618777670921,0.7067543167878418,0.5418995246735858,0.42308156825297144,0.34160233416497754,0.2727309519872042,0.1483082546709326,0.09747429848778066,0.018684127694741568,-0.0,0.05999198285096348,0.15373684023411865,0.22989479564991924
MyD88:Mal cascade initiated on plasma membrane,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.23370670131303606,0.40851982925323316,0.28360258829621615,0.2738184928768169,0.3771011554025471,0.3049817136332997,0.3215618777670921,0.7067543167878418,0.5418995246735858,0.42308156825297144,0.34160233416497754,0.2727309519872042,0.1483082546709326,0.09747429848778066,0.018684127694741568,-0.0,0.05999198285096348,0.15373684023411865,0.22989479564991924
